municipality_name,Latitude,Longitude
Krzymów,52.348638,19.5801929
Rychwał,52.0706234,18.1668295
Rzgów,51.6627785,19.4908887
Skulsk,52.48212,18.33123
Sompolno,52.3884355,18.5030075
Stare Miasto,52.2495153,21.0122437
Ślesin,52.37082,18.30593
Wierzbinek,52.4456388,18.5076904
Wilczyn,52.4838027,18.1669718
Kościan,52.086325,16.6449995
Czempiń,52.1431479,16.7613308
Kościan,52.086325,16.6449995
Krzywiń,51.962928,16.819295
Śmigiel,52.012744,16.5271118
Sulmierzyce,51.61613,17.534500781817073
Kobylin,51.7163621,17.2247584
Koźmin Wielkopolski,51.8256567,17.4528473
Krotoszyn,51.695926,17.4374158
Rozdrażew,51.7813297,17.5056569
Zduny,51.6463268,17.377617
Krzemieniewo,51.8582756,16.8338586
Lipno,52.8420725,19.18316282709292
Osieczna,51.9033938,16.6762108
Rydzyna,51.7863742,16.6673223
Święciechowa,51.8548333,16.4971114
Wijewo,51.91872,16.18619
Włoszakowice,51.9271412,16.361945
Chrzypsko Wielkie,52.6269505,16.2193081
Kwilcz,52.5552148,16.0848075
Międzychód,52.6046468,15.8935386
Sieraków,52.6513857,16.0808137
Kuślin,52.36271,16.31559
Lwówek,52.4489307,16.1803554
Miedzichowo,52.3749079,15.9578802
Nowy Tomyśl,52.3177643,16.1291553
Opalenica,52.3088119,16.4124256
Zbąszyń,52.2501028,15.9209286
Oborniki,52.6455252,16.8099756
Rogoźno,52.7523023,16.9936288
Ryczywół,52.8125184,16.8325798
Ostrów Wielkopolski,51.6495023,17.8167085
Nowe Skalmierzyce,51.7109127,17.9943345
Odolanów,51.5742177,17.673514
Ostrów Wielkopolski,51.6495023,17.8167085
Przygodzice,51.5923682,17.8249672
Raszków,51.7182066,17.7277057
Sieroszewice,51.633984,17.9671414
Sośnie,51.47385,17.63058
Czajków,51.9071181,18.5869968
Doruchów,51.4168911,18.0766748
Grabów nad Prosną,51.5060515,18.1188808
Kobyla Góra,51.3784042,17.8380295
Kraszewice,51.51724,18.22211
Mikstat,51.5315251,17.9710681
Ostrzeszów,51.4257664,17.9331788
Piła,53.134719399999994,16.752725352361423
Białośliwie,53.0999053,17.1228229
Kaczory,53.1020938,16.8843061
Łobżenica,53.2602878,17.2548401
Miasteczko Krajeńskie,53.09675,17.00649
Szydłowo,53.1625747,16.6120029
Ujście,53.0531546,16.7324266
Wyrzysk,53.1569822,17.2627004
Wysoka,53.1829333,17.0797137
Chocz,51.97514,17.8707
Czermin,51.949955,17.7475756
Dobrzyca,51.8668166,17.6026387
Gizałki,52.0444849,17.7659052
Gołuchów,51.8494576,17.9307954
Pleszew,51.8960985,17.7865673
Luboń,52.336688800000005,16.87184661280476
Puszczykowo,52.277297649999994,16.855942902518983
Buk,52.357408,16.5166799
Czerwonak,52.46696,16.98026
Dopiewo,52.3584401,16.6764028
Kleszczewo,53.9625498,21.8279842
Komorniki,51.530574,16.1448619
Kostrzyn,52.3983662,17.2275394
Kórnik,52.2492751,17.0901242
Mosina,52.2455834,16.8472591
Murowana Goślina,52.5758465,17.0097914
Pobiedziska,52.4773387,17.2870352
Rokietnica,52.5103217,16.7421238
Stęszew,52.2793539,16.6999331
Suchy Las,52.3111111,18.6905556
Swarzędz,52.4103728,17.0771038
Tarnowo Podgórne,52.4657445,16.6664446
Bojanowo,51.7070018,16.7487692
Jutrosin,51.6536197,17.1689896
Miejska Górka,51.6552093,16.9561451
Pakosław,51.6166744,17.0574516
Rawicz,51.6101629,16.8583657
Słupca,52.2872924,17.8713612
Lądek,52.20958,17.92988
Orchowo,52.5063314,18.0147496
Ostrowite,53.4216054,19.2715274
Powidz,52.4125881,17.9169686
Słupca,52.2872924,17.8713612
Strzałkowo,53.7942062,20.0490278
Zagórów,52.16899,17.90016
Obrzycko,52.70200015,16.530104807130158
Duszniki,52.4490442,16.4054502
Kaźmierz,52.5129241,16.5831468
Obrzycko,52.70200015,16.530104807130158
Ostroróg,52.6267433,16.4491743
Pniewy,52.5089624,16.2566411
Szamotuły,52.6120328,16.5831241
Wronki,52.7100316,16.3742572
Dominowo,52.2915437,17.3565857
Krzykosy,52.1097466,17.3722007
Nowe Miasto nad Wartą,52.0899632,17.4115406
Środa Wielkopolska,52.2284266,17.277827
Zaniemyśl,52.1579942,17.1653998
Brodnica,53.2580224,19.405433708150433
Dolsk,51.9866,17.0653695
Książ Wielkopolski,52.05908475,17.254172347396608
Śrem,52.0893322,17.0156809
Turek,52.01595,18.50191
Brudzew,52.0990871,18.6045431
Dobra,51.9161774,18.6159693
Kawęczyn,52.98431,18.86666
Malanów,51.810207,19.1458557
Przykona,51.9736633,18.6144029
Tuliszków,52.0770973,18.294932
Turek,52.01595,18.50191
Władysławów,52.1034535,18.4740621
Wągrowiec,52.81220655,17.201913487483125
Damasławek,52.8399267,17.4994707
Gołańcz,52.9431644,17.2999756
Mieścisko,52.7436655,17.3294668
Skoki,52.6725926,17.1531343
Wapno,53.0352954,15.2326794
Wągrowiec,52.81220655,17.201913487483125
Przemęt,52.0077748,16.3021613
Siedlec,51.2312709,17.1153375
Wolsztyn,52.11725,16.1126622
Kołaczkowo,52.460285,17.7807119
Miłosław,52.2023105,17.4892236
Nekla,52.3656249,17.4144598
Pyzdry,52.1694332,17.687134
Września,52.3250694,17.5652282
Złotów,53.3591987,17.043815994517477
Jastrowie,53.4205494,16.8150156
Krajenka,53.2970851,16.9909514
Lipka,53.49578,17.25017
Okonek,53.5347646,16.8516192
Tarnówka,51.9715892,20.7372816
Zakrzewo,52.3991372,16.7189385
Złotów,53.3591987,17.043815994517477
Kalisz,51.74736505,18.079590087700034
Konin,52.2301933,18.2521112
Leszno,51.8436068,16.58042182076424
Poznań,52.4006632,16.91973259178088
Białogard,54.0064367,15.9870974
Białogard,54.0064367,15.9870974
Karlino,54.0410287,15.8793019
Tychowo,53.92866,16.25668
Bierzwnik,53.03564,15.66496
Choszczno,53.1704801,15.4167349
Drawno,53.2189468,15.7580084
Krzęcin,53.08109,15.4869
Pełczyce,53.04218,15.30591
Recz,53.2601536,15.5467648
Czaplinek,53.560673,16.2319428
Drawsko Pomorskie,53.5310786,15.8134179
Kalisz Pomorski,53.2981616,15.9059903
Wierzchowo,53.8588964,16.6092787
Złocieniec,53.5310477,16.0107245
Goleniów,53.5656939,14.8299285
Maszewo,53.496222,15.0613549
Nowogard,53.6687698,15.1225889
Osina,53.60526,15.0128
Przybiernów,53.75851,14.78597
Stepnica,53.651453,14.6299527
Brojce,53.9576708,15.3559295
Gryfice,53.9148529,15.1987062
Karnice,51.482593,16.838657
Płoty,53.8043384,15.2680368
Rewal,54.0820674,15.0141929
Trzebiatów,54.0627026,15.2657157
Banie,53.1005796,14.6622817
Cedynia,52.8784024,14.2031446
Chojna,52.9629793,14.4314113
Gryfino,53.2535889,14.4924243
Mieszkowice,52.785412,14.4954296
Moryń,52.8558027,14.3968046
Stare Czarnowo,53.2819458,14.7807553
Trzcińsko-Zdrój,52.9660381,14.6075982
Widuchowa,50.4852832,20.7923885
Dziwnów,54.0277746,14.7603921
Golczewo,53.8241081,14.9773396
Kamień Pomorski,53.9653947,14.7728556
Międzyzdroje,53.9282745,14.448903
Świerzno,53.96536,14.96746
Wolin,53.9131743,14.52001388837596
Kołobrzeg,54.1759614,15.5764209
Dygowo,54.131841,15.7207855
Gościno,54.0515795,15.6534004
Kołobrzeg,54.1759614,15.5764209
Rymań,53.946036,15.5344337
Siemyśl,54.0284444,15.5342379
Ustronie Morskie,54.2135984,15.7560763
Będzino,54.20856,15.98863
Biesiekierz,54.133802,16.0391752
Bobolice,53.954693,16.5884779
Manowo,54.1259723,16.2991966
Mielno,54.2560766,16.0520587
Polanów,54.11921,16.68725
Sianów,54.228188,16.2942839
Świeszyno,53.98325,17.06997
Barlinek,52.9920762,15.2166391
Boleszkowice,52.7259036,14.5681557
Dębno,52.7396681,14.7014522
Myślibórz,52.924825,14.8664799
Nowogródek Pomorski,52.9116499,15.0272248
Dobra,51.9161774,18.6159693
Kołbaskowo,53.3359128,14.4375977
Nowe Warpno,53.7252503,14.2810705
Police,53.5486435,14.5657399
Bielice,53.49269,19.39199
Kozielice,53.85511,14.86377
Lipiany,53.002904,14.970883
Przelewice,53.030728,16.1088995
Pyrzyce,53.1461083,14.8924485
Warnice,53.25133,14.98775
Darłowo,54.42249,16.40933
Sławno,54.361141950000004,16.6754076140828
Darłowo,54.42249,16.40933
Malechowo,54.30709,16.51361
Postomino,54.49236,16.71372
Sławno,54.361141950000004,16.6754076140828
Stargard,53.3379935,15.0350493
Chociwel,53.4663949,15.3314436
Dobrzany,53.3582754,15.4299315
Dolice,53.19138,15.20096
Ińsko,53.435721,15.548315
Kobylanka,53.0254799,23.6323675
Marianowo,52.4258333,18.2669444
Stara Dąbrowa,52.3446737,20.5703516
Stargard,53.3379935,15.0350493
Suchań,53.2799427,15.3188331
Szczecinek,53.70234205,16.70713424642978
Barwice,53.7445649,16.3549399
Biały Bór,53.8987414,16.8377275
Borne Sulinowo,53.5812939,16.538117
Grzmiąca,53.8345203,16.4323611
Szczecinek,53.70234205,16.70713424642978
Świdwin,53.77437665,15.782489859991415
Brzeżno,53.6995408,15.791432
Połczyn-Zdrój,53.7648981,16.0952705
Rąbino,53.8688563,15.9506588
Sławoborze,53.8904311,15.7083602
Świdwin,53.77437665,15.782489859991415
Wałcz,53.27285375,16.476817657727903
Człopa,53.0884595,16.1201069
Mirosławiec,53.3415106,16.0881475
Tuczno,53.194419,16.1548235
Wałcz,53.27285375,16.476817657727903
Dobra,51.9161774,18.6159693
Łobez,53.6391189,15.6213487
Radowo Małe,53.66422,15.45073
Resko,53.7733969,15.4056058
Węgorzyno,53.5411822,15.5602398
Koszalin,54.20717985,16.21754108699583
Szczecin,53.42968095,14.592912670292268
Świnoujście,53.9097477,14.2510703
