Kod TERYT,Gmina,Powiat,Województwo,Liczba wyborców uprawnionych do głosowania,Liczba otrzymanych kopert zwrotnych,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,PO,Konfederacja,PSL,PIS,SLD,Inne
66201,m. Chełm,Chełm,lubelskie,49999,9,0,28376,234,28142,8252,1774,1744,12991.0,3112,269.0
66301,m. Lublin,Lublin,lubelskie,262775,50,15,174073,1028,173045,55194,13486,9609,73579.0,18719,2458.0
66401,m. Zamość,Zamość,lubelskie,50726,1,6,28907,212,28695,5990,1725,3122,14093.0,3398,367.0
80101,m. Kostrzyn nad Odrą,gorzowski,lubuskie,13248,0,1,8036,121,7915,2532,644,909,2359.0,1471,0.0
80102,gm. Bogdaniec,gorzowski,lubuskie,5428,1,0,3109,38,3071,969,178,320,1208.0,396,0.0
80103,gm. Deszczno,gorzowski,lubuskie,7421,0,0,4188,51,4137,1252,346,306,1657.0,576,0.0
80104,gm. Kłodawa,gorzowski,lubuskie,6529,0,0,4292,63,4229,1726,322,462,1199.0,520,0.0
80105,gm. Lubiszyn,gorzowski,lubuskie,5366,0,0,2671,55,2616,762,226,279,1009.0,340,0.0
80106,gm. Santok,gorzowski,lubuskie,6684,0,0,3698,56,3642,1261,282,358,1300.0,441,0.0
80107,gm. Witnica,gorzowski,lubuskie,9802,0,0,4980,101,4879,1219,422,429,1856.0,953,0.0
80201,m. Gubin,krośnieński,lubuskie,12640,1,0,6975,101,6874,1942,411,1420,1770.0,1331,0.0
80202,gm. Bobrowice,krośnieński,lubuskie,2545,0,0,1292,28,1264,303,74,259,482.0,146,0.0
80203,gm. Bytnica,krośnieński,lubuskie,1962,0,0,851,21,830,206,30,153,352.0,89,0.0
80204,gm. Dąbie,krośnieński,lubuskie,3934,0,0,2052,59,1993,333,105,716,699.0,140,0.0
80205,gm. Gubin,krośnieński,lubuskie,5726,0,0,2698,76,2622,539,152,732,941.0,258,0.0
80206,gm. Krosno Odrzańskie,krośnieński,lubuskie,13878,0,0,7888,126,7762,2597,363,1454,2398.0,950,0.0
80207,gm. Maszewo,krośnieński,lubuskie,2234,0,0,1048,13,1035,191,35,277,445.0,87,0.0
80301,gm. Bledzew,międzyrzecki,lubuskie,3467,0,0,1761,51,1710,400,110,243,738.0,219,0.0
80302,gm. Międzyrzecz,międzyrzecki,lubuskie,19717,0,0,11435,146,11289,3147,781,1643,3538.0,2180,0.0
80303,gm. Przytoczna,międzyrzecki,lubuskie,4392,0,1,2293,66,2227,810,187,233,783.0,214,0.0
80304,gm. Pszczew,międzyrzecki,lubuskie,3452,0,0,1875,62,1813,443,132,254,745.0,239,0.0
80305,gm. Skwierzyna,międzyrzecki,lubuskie,9495,2,0,5340,85,5255,1637,414,541,1807.0,856,0.0
80306,gm. Trzciel,międzyrzecki,lubuskie,5137,0,0,2723,58,2665,541,146,688,974.0,316,0.0
80401,m. Nowa Sól,nowosolski,lubuskie,29203,5,4,17818,274,17544,5793,1328,1716,6006.0,2701,0.0
80402,gm. Bytom Odrzański,nowosolski,lubuskie,4189,1,0,2241,37,2204,690,159,255,807.0,293,0.0
80403,gm. Kolsko,nowosolski,lubuskie,2693,0,0,1369,44,1325,277,98,172,582.0,196,0.0
80404,gm. Kożuchów,nowosolski,lubuskie,12268,0,1,6389,114,6275,1842,480,646,2447.0,860,0.0
80405,gm. Nowa Sól,nowosolski,lubuskie,5461,0,2,3053,54,2999,698,200,518,1236.0,347,0.0
80406,gm. Nowe Miasteczko,nowosolski,lubuskie,4167,0,0,2153,36,2117,404,159,290,1000.0,264,0.0
80407,gm. Otyń,nowosolski,lubuskie,5359,0,0,3079,62,3017,1003,249,320,1096.0,349,0.0
80408,gm. Siedlisko,nowosolski,lubuskie,2742,0,0,1288,28,1260,251,75,221,602.0,111,0.0
80501,gm. Cybinka,słubicki,lubuskie,5124,0,1,2481,69,2412,498,156,536,935.0,287,0.0
80502,gm. Górzyca,słubicki,lubuskie,3300,0,0,1631,49,1582,408,148,148,684.0,194,0.0
80503,gm. Ośno Lubuskie,słubicki,lubuskie,4957,0,0,2487,52,2435,1104,160,156,777.0,238,0.0
80504,gm. Rzepin,słubicki,lubuskie,7457,0,0,3947,70,3877,1210,263,352,1431.0,621,0.0
80505,gm. Słubice,słubicki,lubuskie,15159,0,0,8886,112,8774,3342,638,650,2333.0,1811,0.0
80601,gm. Dobiegniew,strzelecko-drezdenecki,lubuskie,5300,0,0,2540,45,2495,587,155,326,1088.0,339,0.0
80602,gm. Drezdenko,strzelecko-drezdenecki,lubuskie,13418,2,0,7065,91,6974,2058,446,655,2857.0,958,0.0
80603,gm. Stare Kurowo,strzelecko-drezdenecki,lubuskie,3190,0,0,1481,35,1446,361,82,227,611.0,165,0.0
80604,gm. Strzelce Krajeńskie,strzelecko-drezdenecki,lubuskie,13196,0,0,7023,112,6911,1893,357,1430,2376.0,855,0.0
80605,gm. Zwierzyn,strzelecko-drezdenecki,lubuskie,3418,0,0,1620,54,1566,289,90,374,675.0,138,0.0
80701,gm. Krzeszyce,sulęciński,lubuskie,3660,0,0,1917,32,1885,429,187,316,737.0,216,0.0
80702,gm. Lubniewice,sulęciński,lubuskie,2564,0,0,1266,26,1240,375,75,141,473.0,176,0.0
80703,gm. Słońsk,sulęciński,lubuskie,3875,0,0,1911,63,1848,461,199,156,814.0,218,0.0
80704,gm. Sulęcin,sulęciński,lubuskie,11905,1,0,6538,116,6422,1742,456,588,2657.0,979,0.0
80705,gm. Torzym,sulęciński,lubuskie,5273,0,0,2453,66,2387,743,141,310,869.0,324,0.0
80801,gm. Lubrza,świebodziński,lubuskie,2796,0,0,1495,39,1456,390,109,174,556.0,227,0.0
80802,gm. Łagów,świebodziński,lubuskie,4031,0,0,2078,64,2014,669,181,193,709.0,262,0.0
80803,gm. Skąpe,świebodziński,lubuskie,4026,1,1,2086,42,2044,595,137,292,730.0,290,0.0
80804,gm. Szczaniec,świebodziński,lubuskie,3091,0,0,1608,27,1581,271,95,297,754.0,164,0.0
80805,gm. Świebodzin,świebodziński,lubuskie,22680,2,0,12935,152,12783,4201,957,1574,4317.0,1734,0.0
80806,gm. Zbąszynek,świebodziński,lubuskie,6350,1,0,3802,63,3739,1072,309,520,1241.0,597,0.0
80901,gm. Babimost,zielonogórski,lubuskie,4902,0,0,2880,42,2838,845,215,303,964.0,511,0.0
80902,gm. Bojadła,zielonogórski,lubuskie,2606,0,0,1262,49,1213,287,119,136,493.0,178,0.0
80903,gm. Czerwieńsk,zielonogórski,lubuskie,7622,0,0,4283,87,4196,1186,324,538,1452.0,696,0.0
80904,gm. Kargowa,zielonogórski,lubuskie,4583,0,0,2517,31,2486,606,151,497,858.0,374,0.0
80905,gm. Nowogród Bobrzański,zielonogórski,lubuskie,8001,1,1,4235,102,4133,1287,299,505,1436.0,606,0.0
80906,gm. Sulechów,zielonogórski,lubuskie,19780,0,3,11604,134,11470,3724,952,911,3805.0,2078,0.0
80907,gm. Świdnica,zielonogórski,lubuskie,5144,0,0,3269,31,3238,1058,185,500,934.0,561,0.0
80908,gm. Trzebiechów,zielonogórski,lubuskie,2564,0,0,1228,58,1170,308,111,141,453.0,157,0.0
80909,gm. Zabór,zielonogórski,lubuskie,3285,4,1,2036,53,1983,705,149,248,536.0,345,0.0
81001,m. Gozdnica,żagański,lubuskie,2416,0,0,1103,23,1080,251,78,116,449.0,186,0.0
81002,m. Żagań,żagański,lubuskie,19390,3,0,11389,124,11265,3462,843,1119,3722.0,2119,0.0
81003,gm. Brzeźnica,żagański,lubuskie,2884,0,0,1498,44,1454,137,148,371,702.0,96,0.0
81004,gm. Iłowa,żagański,lubuskie,5409,0,0,2656,60,2596,667,213,232,1098.0,386,0.0
81005,gm. Małomice,żagański,lubuskie,4157,0,0,2017,34,1983,427,152,242,835.0,327,0.0
81006,gm. Niegosławice,żagański,lubuskie,3470,0,0,1728,39,1689,205,107,247,1007.0,123,0.0
81007,gm. Szprotawa,żagański,lubuskie,16044,3,0,8109,111,7998,2224,520,875,3350.0,1029,0.0
81008,gm. Wymiarki,żagański,lubuskie,1801,0,0,857,19,838,149,66,118,389.0,116,0.0
81009,gm. Żagań,żagański,lubuskie,5657,0,0,2885,49,2836,673,257,431,1090.0,385,0.0
81101,m. Łęknica,żarski,lubuskie,1940,0,0,1033,24,1009,349,117,101,293.0,149,0.0
81102,m. Żary,żarski,lubuskie,28723,4,1,16644,157,16487,5919,1193,1285,5429.0,2661,0.0
81103,gm. Brody,żarski,lubuskie,2620,0,0,1234,43,1191,198,77,358,401.0,157,0.0
81104,gm. Jasień,żarski,lubuskie,5453,0,0,2687,43,2644,608,372,406,923.0,335,0.0
81105,gm. Lipinki Łużyckie,żarski,lubuskie,2569,0,0,1248,21,1227,281,126,170,505.0,145,0.0
81106,gm. Lubsko,żarski,lubuskie,14460,1,0,7369,107,7262,1827,649,1237,2410.0,1139,0.0
81107,gm. Przewóz,żarski,lubuskie,2487,1,0,1250,34,1216,225,89,186,581.0,135,0.0
81108,gm. Trzebiel,żarski,lubuskie,4500,0,0,2230,58,2172,456,177,380,909.0,250,0.0
81109,gm. Tuplice,żarski,lubuskie,2429,0,0,1172,39,1133,239,91,271,366.0,166,0.0
81110,gm. Żary,żarski,lubuskie,9517,0,1,4905,85,4820,1180,427,604,2014.0,595,0.0
81201,gm. Sława,wschowski,lubuskie,9810,0,0,5287,101,5186,993,351,859,2242.0,741,0.0
81202,gm. Szlichtyngowa,wschowski,lubuskie,3922,0,0,2044,42,2002,299,116,188,1215.0,184,0.0
81203,gm. Wschowa,wschowski,lubuskie,16490,1,0,8693,131,8562,2028,556,809,4130.0,1039,0.0
86101,m. Gorzów Wielkopolski,Gorzów Wielkopolski,lubuskie,93039,5,2,57516,566,56950,22314,4266,3195,18551.0,8624,0.0
86201,m. Zielona Góra,Zielona Góra,lubuskie,105352,11,44,71715,565,71150,25372,4545,8135,18986.0,14112,0.0
100101,m. Bełchatów,bełchatowski,łódzkie,44620,1,0,28953,265,28688,4120,3349,1506,15708.0,4005,0.0
100102,gm. Bełchatów,bełchatowski,łódzkie,9058,0,1,6084,54,6030,549,588,336,4003.0,554,0.0
100103,gm. Drużbice,bełchatowski,łódzkie,4260,0,0,2582,39,2543,187,188,297,1655.0,216,0.0
100104,gm. Kleszczów,bełchatowski,łódzkie,4543,0,0,2920,38,2882,337,339,207,1681.0,318,0.0
100105,gm. Kluki,bełchatowski,łódzkie,3541,0,0,2134,28,2106,160,140,138,1470.0,198,0.0
100106,gm. Rusiec,bełchatowski,łódzkie,4178,0,0,2667,47,2620,183,203,234,1770.0,230,0.0
100107,gm. Szczerców,bełchatowski,łódzkie,6561,0,0,4226,79,4147,382,393,310,2727.0,335,0.0
100108,gm. Zelów,bełchatowski,łódzkie,11809,1,0,7012,89,6923,609,394,902,4399.0,619,0.0
100201,m. Kutno,kutnowski,łódzkie,35659,7,2,21604,185,21419,5094,1189,1192,9607.0,3883,454.0
100202,gm. Bedlno,kutnowski,łódzkie,4537,0,0,2407,54,2353,194,112,339,1513.0,177,18.0
100203,gm. Dąbrowice,kutnowski,łódzkie,1610,0,0,873,16,857,59,47,76,607.0,53,15.0
100204,gm. Krośniewice,kutnowski,łódzkie,6723,0,0,3443,72,3371,488,161,280,2002.0,398,42.0
100205,gm. Krzyżanów,kutnowski,łódzkie,3410,0,0,1799,36,1763,160,75,182,1145.0,177,24.0
100206,gm. Kutno,kutnowski,łódzkie,6946,0,0,3932,54,3878,580,223,340,2181.0,483,71.0
100207,gm. Łanięta,kutnowski,łódzkie,1907,0,0,883,13,870,81,48,77,590.0,66,8.0
100208,gm. Nowe Ostrowy,kutnowski,łódzkie,2844,0,0,1440,30,1410,210,76,109,851.0,143,21.0
100209,gm. Oporów,kutnowski,łódzkie,2038,0,0,1112,18,1094,67,48,156,735.0,79,9.0
100210,gm. Strzelce,kutnowski,łódzkie,3182,0,0,1682,32,1650,149,72,144,1107.0,158,20.0
100211,gm. Żychlin,kutnowski,łódzkie,9654,0,0,5044,75,4969,730,243,572,2466.0,917,41.0
100301,gm. Buczek,łaski,łódzkie,4040,0,0,2457,28,2429,315,155,319,1373.0,221,46.0
100302,gm. Łask,łaski,łódzkie,22197,2,1,13852,148,13704,3738,927,964,6006.0,1774,295.0
100303,gm. Sędziejowice,łaski,łódzkie,5175,0,0,3063,43,3020,359,225,500,1712.0,204,20.0
100304,gm. Widawa,łaski,łódzkie,6240,0,0,3593,61,3532,403,223,338,2276.0,241,51.0
100305,gm. Wodzierady,łaski,łódzkie,2807,0,0,1774,15,1759,385,87,184,892.0,180,31.0
100401,m. Łęczyca,łęczycki,łódzkie,11398,0,0,6653,90,6563,1773,349,796,2470.0,1082,93.0
100402,gm. Daszyna,łęczycki,łódzkie,3216,0,0,1585,29,1556,133,75,188,1028.0,107,25.0
100403,gm. Góra Świętej Małgorzaty,łęczycki,łódzkie,3560,0,0,1974,29,1945,145,82,175,1433.0,89,21.0
100404,gm. Grabów,łęczycki,łódzkie,4922,0,0,2458,46,2412,214,111,261,1629.0,170,27.0
100405,gm. Łęczyca,łęczycki,łódzkie,7612,0,0,4043,88,3955,458,195,485,2482.0,280,55.0
100406,gm. Piątek,łęczycki,łódzkie,4874,0,0,2804,33,2771,221,123,278,1841.0,264,44.0
100407,gm. Świnice Warckie,łęczycki,łódzkie,3211,0,2,1704,45,1659,117,73,329,1021.0,103,16.0
100408,gm. Witonia,łęczycki,łódzkie,2689,0,0,1451,35,1416,110,79,142,933.0,134,18.0
100501,m. Łowicz,łowicki,łódzkie,23140,1,1,14430,202,14228,2718,837,1654,6362.0,2472,185.0
100502,gm. Bielawy,łowicki,łódzkie,4518,0,0,2501,47,2454,124,98,256,1478.0,488,10.0
100503,gm. Chąśno,łowicki,łódzkie,2417,0,0,1406,22,1384,38,90,278,890.0,69,19.0
100504,gm. Domaniewice,łowicki,łódzkie,3671,0,0,2134,27,2107,113,139,304,1350.0,178,23.0
100505,gm. Kiernozia,łowicki,łódzkie,2753,0,0,1505,25,1480,89,67,180,1004.0,131,9.0
100506,gm. Kocierzew Południowy,łowicki,łódzkie,3444,0,0,2081,40,2041,56,100,246,1547.0,83,9.0
100507,gm. Łowicz,łowicki,łódzkie,6193,0,0,3689,50,3639,296,224,573,2171.0,336,39.0
100508,gm. Łyszkowice,łowicki,łódzkie,5311,0,0,2847,70,2777,187,154,312,1882.0,207,35.0
100509,gm. Nieborów,łowicki,łódzkie,7532,0,0,4689,69,4620,498,256,507,2834.0,462,63.0
100510,gm. Zduny,łowicki,łódzkie,4612,0,0,2728,29,2699,136,129,638,1483.0,292,21.0
100602,gm. Andrespol,łódzki wschodni,łódzkie,11158,0,0,7692,70,7622,2136,597,491,3123.0,1275,0.0
100603,gm. Brójce,łódzki wschodni,łódzkie,5269,0,0,3687,43,3644,716,254,481,1863.0,330,0.0
100607,gm. Koluszki,łódzki wschodni,łódzkie,18456,0,0,12211,113,12098,3559,898,641,5530.0,1470,0.0
100608,gm. Nowosolna,łódzki wschodni,łódzkie,3991,0,0,2950,34,2916,1036,214,199,975.0,492,0.0
100610,gm. Rzgów,łódzki wschodni,łódzkie,7987,0,0,5836,62,5774,1281,521,646,2641.0,685,0.0
100611,gm. Tuszyn,łódzki wschodni,łódzkie,9995,0,0,6247,54,6193,1594,476,474,2921.0,728,0.0
100701,gm. Białaczów,opoczyński,łódzkie,4677,0,0,2703,62,2641,133,91,513,1775.0,129,0.0
100702,gm. Drzewica,opoczyński,łódzkie,8456,0,0,5332,90,5242,391,257,569,3690.0,335,0.0
100703,gm. Mniszków,opoczyński,łódzkie,3780,0,0,2357,47,2310,142,74,289,1694.0,111,0.0
100704,gm. Opoczno,opoczyński,łódzkie,26820,3,2,17567,199,17368,1369,804,4338,9763.0,1094,0.0
100705,gm. Paradyż,opoczyński,łódzkie,3456,0,0,2347,56,2291,132,115,213,1744.0,87,0.0
100706,gm. Poświętne,opoczyński,łódzkie,2643,0,1,1725,15,1710,80,73,247,1240.0,70,0.0
100707,gm. Sławno,opoczyński,łódzkie,5945,0,0,3639,51,3588,154,179,553,2595.0,107,0.0
100708,gm. Żarnów,opoczyński,łódzkie,4942,0,0,2936,42,2894,218,174,285,1995.0,222,0.0
100801,m. Konstantynów Łódzki,pabianicki,łódzkie,14525,0,1,9532,105,9427,3092,687,522,3549.0,1331,246.0
100802,m. Pabianice,pabianicki,łódzkie,51065,3,4,33944,313,33631,10793,2155,1513,12463.0,6014,693.0
100803,gm. Dłutów,pabianicki,łódzkie,3711,1,0,2366,33,2333,538,133,183,1188.0,241,50.0
100804,gm. Dobroń,pabianicki,łódzkie,6080,0,0,4008,40,3968,1005,273,379,1767.0,454,90.0
100805,gm. Ksawerów,pabianicki,łódzkie,6063,0,0,4180,51,4129,1260,322,275,1570.0,586,116.0
100806,gm. Lutomiersk,pabianicki,łódzkie,6724,0,0,4302,50,4252,1179,308,389,1864.0,440,72.0
100807,gm. Pabianice,pabianicki,łódzkie,5682,0,2,4043,25,4018,959,264,430,1765.0,528,72.0
100901,gm. Działoszyn,pajęczański,łódzkie,9894,0,0,5929,98,5831,848,344,515,3427.0,659,38.0
100902,gm. Kiełczygłów,pajęczański,łódzkie,3338,0,0,2098,25,2073,124,102,228,1480.0,124,15.0
100903,gm. Nowa Brzeźnica,pajęczański,łódzkie,3778,0,0,2214,37,2177,173,120,434,1281.0,158,11.0
100904,gm. Pajęczno,pajęczański,łódzkie,9409,0,2,5547,66,5481,884,302,656,2997.0,581,61.0
100905,gm. Rząśnia,pajęczański,łódzkie,3961,0,0,2454,27,2427,191,129,244,1719.0,131,13.0
100906,gm. Siemkowice,pajęczański,łódzkie,3969,0,0,2264,47,2217,130,118,361,1436.0,149,23.0
100907,gm. Strzelce Wielkie,pajęczański,łódzkie,3723,0,0,2176,56,2120,117,81,474,1354.0,80,14.0
100908,gm. Sulmierzyce,pajęczański,łódzkie,3637,0,0,2337,35,2302,167,137,165,1657.0,156,20.0
101001,gm. Aleksandrów,piotrkowski,łódzkie,3727,0,2,2227,26,2201,142,99,278,1515.0,167,0.0
101002,gm. Czarnocin,piotrkowski,łódzkie,3275,0,0,2049,16,2033,172,178,214,1301.0,168,0.0
101003,gm. Gorzkowice,piotrkowski,łódzkie,6822,0,0,4132,74,4058,279,243,433,2721.0,382,0.0
101004,gm. Grabica,piotrkowski,łódzkie,4764,2,0,2824,27,2797,217,158,331,1919.0,172,0.0
101005,gm. Łęki Szlacheckie,piotrkowski,łódzkie,2889,0,1,1541,15,1526,129,75,128,1088.0,106,0.0
101006,gm. Moszczenica,piotrkowski,łódzkie,10143,1,0,6247,68,6179,615,504,617,3865.0,578,0.0
101007,gm. Ręczno,piotrkowski,łódzkie,3011,0,0,1714,34,1680,115,87,204,1123.0,151,0.0
101008,gm. Rozprza,piotrkowski,łódzkie,9527,0,0,5588,69,5519,552,296,504,3715.0,452,0.0
101009,gm. Sulejów,piotrkowski,łódzkie,12927,0,0,7921,110,7811,1069,507,646,4586.0,1003,0.0
101010,gm. Wola Krzysztoporska,piotrkowski,łódzkie,9263,0,0,5715,71,5644,414,342,394,4067.0,427,0.0
101011,gm. Wolbórz,piotrkowski,łódzkie,6331,0,0,4175,51,4124,476,347,631,2310.0,360,0.0
101101,gm. Dalików,poddębicki,łódzkie,3162,0,0,1874,32,1842,234,89,295,1066.0,144,14.0
101102,gm. Pęczniew,poddębicki,łódzkie,2881,0,0,1691,23,1668,226,70,143,1084.0,132,13.0
101103,gm. Poddębice,poddębicki,łódzkie,12513,0,0,7483,105,7378,1257,345,1468,3465.0,777,66.0
101104,gm. Uniejów,poddębicki,łódzkie,5929,0,0,3543,49,3494,464,175,338,2166.0,311,40.0
101105,gm. Wartkowice,poddębicki,łódzkie,5036,0,0,2608,57,2551,230,160,343,1571.0,210,37.0
101106,gm. Zadzim,poddębicki,łódzkie,4147,0,0,2376,42,2334,196,117,409,1428.0,162,22.0
101201,m. Radomsko,radomszczański,łódzkie,36701,1,1,22319,236,22083,7326,1275,881,10148.0,2453,0.0
101202,gm. Dobryszyce,radomszczański,łódzkie,3441,0,0,2054,39,2015,434,133,133,1140.0,175,0.0
101203,gm. Gidle,radomszczański,łódzkie,5059,1,0,2730,42,2688,477,190,224,1524.0,273,0.0
101204,gm. Gomunice,radomszczański,łódzkie,4787,0,0,2865,47,2818,436,216,194,1698.0,274,0.0
101205,gm. Kamieńsk,radomszczański,łódzkie,4716,0,0,2901,35,2866,313,202,159,1977.0,215,0.0
101206,gm. Kobiele Wielkie,radomszczański,łódzkie,3535,0,0,1922,29,1893,294,97,153,1049.0,300,0.0
101207,gm. Kodrąb,radomszczański,łódzkie,3770,0,0,2044,49,1995,292,93,215,1247.0,148,0.0
101208,gm. Lgota Wielka,radomszczański,łódzkie,3441,0,0,1995,34,1961,271,125,142,1273.0,150,0.0
101209,gm. Ładzice,radomszczański,łódzkie,3859,0,0,2044,27,2017,352,88,149,1274.0,154,0.0
101210,gm. Masłowice,radomszczański,łódzkie,3431,0,0,1950,49,1901,190,78,169,1335.0,129,0.0
101211,gm. Przedbórz,radomszczański,łódzkie,5945,1,0,3138,73,3065,344,210,260,1930.0,321,0.0
101212,gm. Radomsko,radomszczański,łódzkie,4400,0,0,2542,26,2516,553,158,161,1412.0,232,0.0
101213,gm. Wielgomłyny,radomszczański,łódzkie,3745,0,0,1996,42,1954,159,68,248,1372.0,107,0.0
101214,gm. Żytno,radomszczański,łódzkie,4319,0,0,2228,52,2176,196,87,210,1516.0,167,0.0
101301,m. Rawa Mazowiecka,rawski,łódzkie,13612,0,0,8760,118,8642,1411,589,1524,4141.0,977,0.0
101302,gm. Biała Rawska,rawski,łódzkie,9067,0,0,4968,75,4893,360,317,995,2896.0,325,0.0
101303,gm. Cielądz,rawski,łódzkie,3205,0,0,1823,37,1786,61,104,267,1273.0,81,0.0
101304,gm. Rawa Mazowiecka,rawski,łódzkie,6935,0,3,3939,73,3866,271,228,709,2442.0,216,0.0
101305,gm. Regnów,rawski,łódzkie,1496,0,0,865,23,842,23,39,160,589.0,31,0.0
101306,gm. Sadkowice,rawski,łódzkie,4420,0,0,2314,28,2286,108,148,335,1602.0,93,0.0
101401,m. Sieradz,sieradzki,łódzkie,33972,0,0,21771,217,21554,6501,1451,1554,9112.0,2705,231.0
101402,gm. Błaszki,sieradzki,łódzkie,11646,0,0,6538,89,6449,604,329,981,4110.0,381,44.0
101403,gm. Brąszewice,sieradzki,łódzkie,3467,0,0,2017,31,1986,139,178,146,1412.0,98,13.0
101404,gm. Brzeźnio,sieradzki,łódzkie,5021,0,0,2965,55,2910,375,192,415,1644.0,251,33.0
101405,gm. Burzenin,sieradzki,łódzkie,4415,0,0,2409,38,2371,257,132,204,1313.0,442,23.0
101406,gm. Goszczanów,sieradzki,łódzkie,4389,0,0,2224,42,2182,182,152,201,1458.0,166,23.0
101407,gm. Klonowa,sieradzki,łódzkie,2302,0,0,1267,13,1254,67,45,134,915.0,90,3.0
101408,gm. Sieradz,sieradzki,łódzkie,8308,0,0,5170,60,5110,756,294,533,3015.0,462,50.0
101409,gm. Warta,sieradzki,łódzkie,10200,0,0,5826,87,5739,719,346,571,3618.0,440,45.0
101410,gm. Wróblew,sieradzki,łódzkie,4881,1,0,2877,44,2833,175,133,768,1626.0,112,19.0
101411,gm. Złoczew,sieradzki,łódzkie,5784,0,0,3282,51,3231,368,191,316,2064.0,244,48.0
101501,gm. Bolimów,skierniewicki,łódzkie,3152,0,0,1839,26,1813,226,134,227,1065.0,161,0.0
101502,gm. Głuchów,skierniewicki,łódzkie,4604,0,0,3091,59,3032,105,157,514,2152.0,104,0.0
101503,gm. Godzianów,skierniewicki,łódzkie,2082,0,0,1295,16,1279,79,111,118,901.0,70,0.0
101504,gm. Kowiesy,skierniewicki,łódzkie,2415,0,0,1376,17,1359,125,114,240,773.0,107,0.0
101505,gm. Lipce Reymontowskie,skierniewicki,łódzkie,2618,0,0,1613,22,1591,133,75,152,1093.0,138,0.0
101506,gm. Maków,skierniewicki,łódzkie,4786,0,0,2949,45,2904,281,196,260,1998.0,169,0.0
101507,gm. Nowy Kawęczyn,skierniewicki,łódzkie,2798,0,0,1675,37,1638,176,115,187,1019.0,141,0.0
101508,gm. Skierniewice,skierniewicki,łódzkie,5838,0,0,3501,62,3439,548,229,309,2083.0,270,0.0
101509,gm. Słupia,skierniewicki,łódzkie,2042,0,0,1243,22,1221,71,67,153,874.0,56,0.0
101601,m. Tomaszów Mazowiecki,tomaszowski,łódzkie,48078,0,3,29811,313,29498,7300,1936,2614,13289.0,4359,0.0
101602,gm. Będków,tomaszowski,łódzkie,2684,0,0,1667,12,1655,176,134,169,1060.0,116,0.0
101603,gm. Budziszewice,tomaszowski,łódzkie,1698,0,0,1054,26,1028,112,77,135,645.0,59,0.0
101604,gm. Czerniewice,tomaszowski,łódzkie,4050,0,0,2428,52,2376,139,95,511,1524.0,107,0.0
101605,gm. Inowłódz,tomaszowski,łódzkie,3176,0,0,1925,34,1891,269,106,297,1041.0,178,0.0
101606,gm. Lubochnia,tomaszowski,łódzkie,5554,0,0,3441,47,3394,254,211,608,2150.0,171,0.0
101607,gm. Rokiciny,tomaszowski,łódzkie,4899,0,0,3074,39,3035,396,212,352,1730.0,345,0.0
101608,gm. Rzeczyca,tomaszowski,łódzkie,3855,0,0,2230,32,2198,87,95,402,1498.0,116,0.0
101609,gm. Tomaszów Mazowiecki,tomaszowski,łódzkie,8709,1,0,5538,78,5460,889,385,688,2998.0,500,0.0
101610,gm. Ujazd,tomaszowski,łódzkie,6111,0,0,3747,56,3691,461,293,474,2106.0,357,0.0
101611,gm. Żelechlinek,tomaszowski,łódzkie,2665,0,0,1598,36,1562,36,60,452,979.0,35,0.0
101701,gm. Biała,wieluński,łódzkie,4405,0,0,2480,35,2445,205,140,353,1553.0,171,23.0
101702,gm. Czarnożyły,wieluński,łódzkie,3631,0,0,2161,39,2122,179,115,329,1294.0,191,14.0
101703,gm. Konopnica,wieluński,łódzkie,3121,0,0,1826,30,1796,223,100,268,1080.0,111,14.0
101704,gm. Mokrsko,wieluński,łódzkie,4273,0,0,2517,36,2481,369,136,232,1511.0,219,14.0
101705,gm. Osjaków,wieluński,łódzkie,3768,0,0,2367,36,2331,177,105,351,1540.0,141,17.0
101706,gm. Ostrówek,wieluński,łódzkie,3615,0,0,1973,33,1940,220,82,276,1201.0,151,10.0
101707,gm. Pątnów,wieluński,łódzkie,5176,0,0,3166,41,3125,236,158,369,2154.0,183,25.0
101708,gm. Skomlin,wieluński,łódzkie,2589,0,0,1469,29,1440,160,103,227,832.0,100,18.0
101709,gm. Wieluń,wieluński,łódzkie,25170,0,0,15624,132,15492,3212,859,2132,7195.0,1962,132.0
101710,gm. Wierzchlas,wieluński,łódzkie,5359,0,0,3109,50,3059,259,133,803,1635.0,209,20.0
101801,gm. Bolesławiec,wieruszowski,łódzkie,3285,0,1,1768,46,1722,199,149,256,937.0,158,23.0
101802,gm. Czastary,wieruszowski,łódzkie,3150,0,1,1713,27,1686,140,90,255,1022.0,163,16.0
101803,gm. Galewice,wieruszowski,łódzkie,4925,0,0,2761,58,2703,311,208,337,1581.0,235,31.0
101804,gm. Lututów,wieruszowski,łódzkie,3617,0,0,2091,26,2065,205,85,235,1322.0,191,27.0
101805,gm. Łubnice,wieruszowski,łódzkie,3327,0,0,1842,40,1802,163,111,327,1044.0,146,11.0
101806,gm. Sokolniki,wieruszowski,łódzkie,3981,0,0,2264,24,2240,285,150,271,1313.0,188,33.0
101807,gm. Wieruszów,wieruszowski,łódzkie,11396,0,0,7071,80,6991,1457,534,859,3173.0,886,82.0
